,0,1,2,3,4,5,6
0,1624.9838,1634.53,1615.3383,1622.5383,1650.325,1607.7584,1613.6034
1,1633.2341,1644.759,1624.248,1632.038,1659.3525,1615.256,1623.5092
2,1640.8347,1654.4758,1631.3867,1639.5297,1668.3407,1623.5457,1632.5698
3,1637.7452,1650.2638,1626.1398,1630.8922,1661.5623,1629.1207,1628.2599
4,1636.1,1651.0138,1626.4801,1629.2349,1659.3849,1630.8108,1627.5443
5,1642.2651,1659.9922,1633.6173,1637.7455,1667.3251,1634.2216,1635.658
6,1654.1981,1675.093,1645.8899,1652.6064,1683.6134,1640.7083,1650.7153
7,1671.8453,1696.4722,1664.172,1673.9646,1708.0115,1651.1558,1672.559
8,1688.3586,1715.0972,1680.101,1691.5889,1729.8055,1664.7435,1692.32
9,1689.1533,1714.2152,1679.0331,1686.6827,1728.6545,1675.4075,1692.1199
10,1685.7332,1712.1288,1678.2991,1681.8977,1724.0481,1680.0846,1688.4423
11,1680.4375,1706.1831,1673.4652,1674.2217,1714.4719,1682.3307,1681.3064
12,1672.8844,1697.9036,1666.3998,1664.7004,1702.1866,1680.9352,1671.9952
13,1674.2429,1702.309,1670.6664,1669.8927,1704.9172,1679.3868,1674.9899
14,1680.1217,1710.0535,1677.1112,1678.1738,1713.2689,1681.2686,1682.8032
15,1695.3066,1729.2826,1694.4104,1699.104,1735.6812,1687.0662,1702.5732
16,1709.6941,1744.7252,1707.9393,1714.8884,1754.7175,1697.314,1719.8794
17,1722.5337,1758.8549,1721.1677,1729.2731,1771.6267,1708.4397,1735.4203
18,1741.5599,1782.0659,1742.6399,1753.8307,1798.4069,1721.9454,1759.3547
19,1750.263,1790.2523,1749.8104,1760.231,1808.2662,1736.1757,1768.643
20,1755.5146,1796.5262,1756.7527,1765.8284,1814.1814,1746.7136,1774.6355
21,1761.913,1804.5225,1764.7802,1773.8577,1821.2878,1756.2959,1781.8468
22,1773.3505,1819.6025,1778.7731,1789.7351,1836.859,1766.4202,1796.3772
23,1755.3463,1792.5424,1754.5151,1757.1462,1804.3992,1769.594,1769.7588
24,1724.6459,1756.5024,1725.2627,1718.3428,1758.4122,1756.6233,1731.7471
25,1694.548,1723.4845,1696.8042,1684.2065,1715.3042,1736.2273,1696.4547
26,1662.3794,1686.8469,1663.103,1646.6162,1669.6525,1711.0463,1659.8928
